0	0	0	0	0
2	0	0	0	19.35e6
4	0	0	0	78.03e6
6	0	0	5.36e6	227.03e6
8	0	0	41.5e6	461.23e6
10	0	0	92.58e6	789.55e6
12	0	3.52e6	201.84e6	1141.133333e6
14	4.35e6	54.03e6	372.05e6	1458.575e6
16	26.83e6	112.87e6	648.37e6	0
18	73.85e6	209.13e6	1024.4e6	0
20	150.62e6	385.96e6	1313.95e6	0
22	230.05e6	700.19e6	0	0
24	337.79e6	1042.42e6	0	0
26	503.75e6	1289.2e6	0	0
28	806.92e6	0	0	0
30	1248.13e6	0	0	0
