0	0	0	0	0
2	0	0	0	0
4	0	0	0	0
6	0	0	0	0
8	25322222	12488889	11566667	14022222
10	68488889	68100000	72800000	61988889
12	217000000	209000000	220000000	206000000
14	421000000	207000000	260000000	268000000
16	706000000	152000000	351000000	378000000
18	1070000000	90455556	517000000	619000000
20	1510000000	29911111	749000000	967000000
22	1680000000	3655556	1090000000	1330000000
24	0	0	1410000000	1560000000
26	0	0	1780000000	1690000000

